Time	Waarde	Status	Kwaliteit	Reason	Status	Suppression Type
1-9-2023 14:29:46.061	1	Normal	Goed	Huidige Data	Valid	None
1-9-2023 14:25:28.262	5	Normal	Goed	Huidige Data	Valid	None
1-9-2023 14:25:13.105	4	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-9-2023 14:23:28.911	4	Normal	Goed	Huidige Data	Valid	None
1-9-2023 14:23:25.211	3	Normal	Goed	Huidige Data	Valid	None
2-8-2023 13:20:22.516	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-7-2023 6:47:02.960	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-7-2023 6:40:50.623	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
18-7-2023 14:25:13.448	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
18-7-2023 10:34:08.930	1	Normal	Goed	Huidige Data	Valid	None
18-7-2023 10:24:44.580	5	Normal	Goed	Huidige Data	Valid	None
